,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
69447,Indigo,Mumbai,Evening,one,Late_Night,Kolkata,Economy,6.08,45,3980
42434,AirAsia,Delhi,Evening,two_or_more,Morning,Chennai,Economy,16.33,46,1998
149659,Air_India,Kolkata,Afternoon,one,Morning,Chennai,Economy,19.92,19,7763
175346,Air_India,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.08,41,6312
236269,Air_India,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,7.42,28,49725
5321,Indigo,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,28,2410
95401,Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,14.08,10,11205
89640,GO_FIRST,Bangalore,Morning,one,Evening,Delhi,Economy,6.58,29,4028
119907,GO_FIRST,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.25,4,6488
90918,Vistara,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.0,35,4111
200058,Air_India,Chennai,Night,one,Afternoon,Kolkata,Economy,16.17,24,5098
76481,Air_India,Mumbai,Night,zero,Night,Hyderabad,Economy,1.33,44,2111
168865,GO_FIRST,Hyderabad,Afternoon,one,Night,Bangalore,Economy,5.92,33,6256
53161,Vistara,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.42,3,18018
162968,Air_India,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08,32,4363
5348,AirAsia,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,28,2409
49946,SpiceJet,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.75,36,3342
236059,Vistara,Mumbai,Night,one,Evening,Kolkata,Business,21.17,25,62045
50402,Vistara,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.5,38,4894
11777,Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,11,10680
70645,Air_India,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,16.0,4,7676
223941,Air_India,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,23.33,34,45257
48682,AirAsia,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,30,3279
63832,Vistara,Mumbai,Afternoon,one,Morning,Kolkata,Economy,20.17,15,9763
206021,Indigo,Chennai,Night,zero,Night,Hyderabad,Economy,1.17,42,1551
200203,Vistara,Chennai,Evening,one,Morning,Kolkata,Economy,16.42,25,6353
278442,Vistara,Hyderabad,Early_Morning,one,Night,Mumbai,Business,16.0,21,45995
235386,Vistara,Mumbai,Morning,one,Evening,Kolkata,Business,9.33,17,64285
168459,Indigo,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,4.25,30,3072
258249,Vistara,Bangalore,Evening,one,Night,Hyderabad,Business,26.5,38,37985
28658,Indigo,Delhi,Evening,zero,Evening,Kolkata,Economy,2.17,49,3999
115584,Vistara,Bangalore,Early_Morning,one,Morning,Chennai,Economy,25.92,1,15667
170560,Vistara,Hyderabad,Morning,one,Early_Morning,Bangalore,Economy,23.33,48,5441
2436,Vistara,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,14,10067
147782,Air_India,Kolkata,Morning,one,Morning,Hyderabad,Economy,25.5,47,4724
242222,Vistara,Mumbai,Morning,one,Night,Chennai,Business,9.83,12,61933
121558,AirAsia,Kolkata,Afternoon,one,Night,Delhi,Economy,8.75,15,5953
244459,Air_India,Mumbai,Early_Morning,one,Night,Chennai,Business,15.58,43,49613
58135,Indigo,Mumbai,Evening,one,Night,Bangalore,Economy,6.17,31,4573
19842,AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,10.92,48,4469
275904,Air_India,Hyderabad,Afternoon,one,Night,Delhi,Business,7.5,24,44583
152489,AirAsia,Kolkata,Morning,one,Evening,Chennai,Economy,6.83,49,3961
185119,Indigo,Chennai,Afternoon,one,Evening,Delhi,Economy,6.25,34,4671
221792,Vistara,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,6.25,48,51697
111053,Vistara,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.83,14,7813
94037,Air_India,Bangalore,Night,one,Morning,Mumbai,Economy,13.17,1,9277
4964,Indigo,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,26,3549
212123,Air_India,Delhi,Evening,one,Evening,Bangalore,Business,24.67,4,42457
118219,Air_India,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.5,33,5221
64846,Indigo,Mumbai,Afternoon,one,Evening,Kolkata,Economy,6.5,20,6611
14166,Indigo,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,22,4500
72242,Indigo,Mumbai,Afternoon,zero,Afternoon,Hyderabad,Economy,1.33,16,2901
112766,AirAsia,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,28,1714
174046,Air_India,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,29.67,30,8489
85845,Vistara,Bangalore,Morning,one,Night,Delhi,Economy,12.42,11,10744
129824,Vistara,Kolkata,Night,one,Evening,Mumbai,Economy,22.67,17,6067
258293,Air_India,Bangalore,Morning,one,Afternoon,Hyderabad,Business,24.58,39,37432
247433,Vistara,Bangalore,Night,one,Afternoon,Delhi,Business,15.0,34,54841
40697,Vistara,Delhi,Evening,zero,Night,Chennai,Economy,2.83,36,2300
81047,Air_India,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,28,5380
248949,Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,11.08,5,79100
132721,Vistara,Kolkata,Afternoon,one,Early_Morning,Mumbai,Economy,16.58,33,6067
26391,GO_FIRST,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,36,8011
134951,Indigo,Kolkata,Morning,one,Evening,Mumbai,Economy,10.08,46,3381
122532,Indigo,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,20,6489
248110,Vistara,Bangalore,Morning,one,Afternoon,Delhi,Business,6.0,43,42521
134993,Air_India,Kolkata,Night,one,Evening,Mumbai,Economy,21.75,46,5523
105602,Air_India,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,26.08,22,5536
64785,Indigo,Mumbai,Evening,one,Night,Kolkata,Economy,5.5,20,5579
181018,Air_India,Chennai,Morning,one,Afternoon,Delhi,Economy,5.33,7,9768
45223,Vistara,Mumbai,Evening,zero,Night,Delhi,Economy,2.17,14,6048
76622,GO_FIRST,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.08,44,6858
289729,Air_India,Chennai,Night,zero,Night,Delhi,Business,2.83,39,27792
245489,Vistara,Bangalore,Evening,one,Morning,Delhi,Business,16.58,10,57081
216577,Vistara,Delhi,Evening,two_or_more,Morning,Kolkata,Business,16.0,12,72339
151199,Air_India,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,35,3644
285931,Vistara,Hyderabad,Afternoon,one,Night,Chennai,Business,6.83,15,51707
219693,Air_India,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.58,12,39321
214299,Vistara,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,30,54777
211542,Air_India,Delhi,Evening,zero,Night,Mumbai,Business,2.17,46,22152
217261,Vistara,Delhi,Afternoon,one,Evening,Kolkata,Business,25.33,22,65529
140226,Air_India,Kolkata,Afternoon,one,Evening,Bangalore,Economy,26.75,34,6633
279406,Vistara,Hyderabad,Night,one,Evening,Mumbai,Business,21.08,35,58315
244287,Vistara,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Business,10.0,40,68743
48959,Air_India,Mumbai,Morning,one,Night,Delhi,Economy,11.92,31,5289
57167,Indigo,Mumbai,Afternoon,one,Night,Bangalore,Economy,6.0,26,3956
228023,Air_India,Mumbai,Night,one,Afternoon,Delhi,Business,19.0,31,41101
111101,Vistara,Bangalore,Afternoon,two_or_more,Night,Hyderabad,Economy,32.17,14,13431
277831,Vistara,Hyderabad,Night,one,Early_Morning,Mumbai,Business,11.33,11,58315
83455,Indigo,Mumbai,Night,zero,Late_Night,Chennai,Economy,2.08,45,3000
140683,Vistara,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,15.5,37,8111
45667,Vistara,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,16,2914
152812,Vistara,Hyderabad,Afternoon,one,Evening,Delhi,Economy,6.83,5,10018
248985,Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.83,6,54684
66459,SpiceJet,Mumbai,Morning,one,Night,Kolkata,Economy,12.75,29,5289
279589,Vistara,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.42,38,52715
230675,Vistara,Mumbai,Afternoon,zero,Evening,Bangalore,Business,1.75,10,20684
26283,AirAsia,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,36,4915
115288,Air_India,Bangalore,Night,one,Morning,Hyderabad,Economy,12.0,47,6200
168023,GO_FIRST,Hyderabad,Night,one,Morning,Bangalore,Economy,12.0,26,4452
98709,AirAsia,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67,28,2201
241875,Vistara,Mumbai,Evening,one,Morning,Chennai,Business,14.17,7,84860
206267,Vistara,Chennai,Night,one,Night,Hyderabad,Economy,24.42,44,6032
166819,Vistara,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.83,15,7927
48745,Vistara,Mumbai,Afternoon,one,Evening,Delhi,Economy,4.17,30,5896
178471,Air_India,Hyderabad,Morning,one,Night,Chennai,Economy,12.25,27,4649
275722,Vistara,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.17,21,24234
64870,Indigo,Mumbai,Evening,one,Night,Kolkata,Economy,5.5,20,7434
171998,Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.83,14,5293
51226,GO_FIRST,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,42,2748
147867,Indigo,Kolkata,Afternoon,one,Night,Hyderabad,Economy,6.0,48,4367
292190,Vistara,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,30,61873
217529,Vistara,Delhi,Early_Morning,one,Evening,Kolkata,Business,14.17,26,65529
122825,Air_India,Kolkata,Afternoon,one,Morning,Delhi,Economy,20.17,22,5467
14614,Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,24,4958
296351,Vistara,Chennai,Early_Morning,one,Evening,Kolkata,Business,12.67,11,57057
126982,GO_FIRST,Kolkata,Morning,one,Night,Delhi,Economy,14.25,46,7804
18348,Indigo,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,41,4500
81292,Indigo,Mumbai,Evening,one,Night,Chennai,Economy,5.75,30,4069
12531,Indigo,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,15,3671
116656,Indigo,Bangalore,Night,zero,Night,Chennai,Economy,0.83,16,1924
275689,Air_India,Hyderabad,Night,one,Morning,Delhi,Business,12.0,20,39499
192612,Indigo,Chennai,Evening,one,Late_Night,Mumbai,Economy,8.75,40,1830
221387,Vistara,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,41,59649
140594,Air_India,Kolkata,Evening,one,Afternoon,Bangalore,Economy,19.33,37,3948
230286,Vistara,Mumbai,Afternoon,one,Night,Bangalore,Business,7.58,5,66928
34616,GO_FIRST,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.67,44,6074
15545,Vistara,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,29,3357
76518,Vistara,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.08,44,3971
174783,GO_FIRST,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.75,37,5067
249088,Air_India,Bangalore,Evening,one,Morning,Mumbai,Business,16.33,7,54684
274634,Vistara,Kolkata,Morning,one,Evening,Chennai,Business,9.5,47,55502
241244,Vistara,Mumbai,Morning,one,Evening,Hyderabad,Business,6.58,46,58125
52928,Air_India,Mumbai,Night,one,Afternoon,Bangalore,Economy,18.08,2,8148
288856,Vistara,Chennai,Afternoon,one,Night,Delhi,Business,8.17,23,68112
123660,Air_India,Kolkata,Morning,one,Night,Delhi,Economy,12.33,27,4347
199954,Vistara,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.67,23,5937
60664,Indigo,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,45,2124
83701,Indigo,Mumbai,Afternoon,one,Night,Chennai,Economy,9.33,47,1890
32201,Indigo,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,28,2516
191038,SpiceJet,Chennai,Afternoon,one,Evening,Mumbai,Economy,3.67,28,4688
24058,AirAsia,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,24,2480
80909,Air_India,Mumbai,Early_Morning,one,Early_Morning,Chennai,Economy,24.92,27,5380
45789,Vistara,Mumbai,Morning,one,Evening,Delhi,Economy,5.25,16,7688
181965,AirAsia,Chennai,Morning,one,Late_Night,Delhi,Economy,15.17,14,7353
41984,Air_India,Delhi,Morning,one,Morning,Chennai,Economy,24.25,43,3988
242125,Air_India,Mumbai,Evening,one,Evening,Chennai,Business,24.0,11,49613
263708,Air_India,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.5,45,28510
172557,Vistara,Hyderabad,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.42,18,9433
132945,Vistara,Kolkata,Afternoon,one,Night,Mumbai,Economy,5.92,34,6711
86478,Vistara,Bangalore,Evening,one,Late_Night,Delhi,Economy,6.5,14,10744
51429,Indigo,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.08,43,2738
244449,Air_India,Mumbai,Afternoon,one,Night,Chennai,Business,8.0,43,49613
217712,Vistara,Delhi,Night,one,Evening,Kolkata,Business,23.25,29,53209
196175,Air_India,Chennai,Afternoon,one,Evening,Bangalore,Economy,27.58,31,4581
7301,Indigo,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,37,3001
140669,Vistara,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,6.75,37,8111
204008,Indigo,Chennai,Afternoon,zero,Evening,Hyderabad,Economy,1.33,18,1551
141506,AirAsia,Kolkata,Afternoon,two_or_more,Late_Night,Bangalore,Economy,11.5,43,3862
6445,Indigo,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,33,2410
43617,Air_India,Mumbai,Night,one,Night,Delhi,Economy,26.75,5,9828
223424,Air_India,Delhi,Morning,one,Morning,Chennai,Business,25.92,26,45257
183069,Vistara,Chennai,Morning,one,Late_Night,Delhi,Economy,14.42,21,4971
250695,Air_India,Bangalore,Night,one,Afternoon,Mumbai,Business,15.83,25,54684
170851,Indigo,Hyderabad,Evening,one,Late_Night,Kolkata,Economy,7.75,3,12144
73194,Vistara,Mumbai,Night,one,Evening,Hyderabad,Economy,23.0,22,4099
224005,Vistara,Delhi,Afternoon,one,Night,Chennai,Business,8.75,35,45672
21104,Air_India,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.17,7,14355
232926,Air_India,Mumbai,Early_Morning,one,Late_Night,Bangalore,Business,17.92,35,55982
193240,Vistara,Chennai,Night,one,Night,Mumbai,Economy,24.17,44,5037
173027,Indigo,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,5.75,22,8034
101059,Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,40,6568
151402,AirAsia,Kolkata,Night,one,Early_Morning,Chennai,Economy,10.0,37,3961
35725,SpiceJet,Delhi,Early_Morning,one,Afternoon,Chennai,Economy,5.25,5,7425
255468,Vistara,Bangalore,Night,one,Evening,Kolkata,Business,22.25,42,51817
243789,Vistara,Mumbai,Morning,zero,Morning,Chennai,Business,2.08,34,23898
26743,Indigo,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,38,7394
41110,Air_India,Delhi,Evening,one,Early_Morning,Chennai,Economy,14.75,38,4223
93208,AirAsia,Bangalore,Night,one,Morning,Delhi,Economy,10.92,46,2723
174498,AirAsia,Hyderabad,Night,one,Morning,Kolkata,Economy,10.83,35,2056
172466,Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,5.5,18,4663
53682,Indigo,Mumbai,Afternoon,one,Evening,Bangalore,Economy,5.75,7,6017
167684,Vistara,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,23,5441
54418,Vistara,Mumbai,Morning,one,Night,Bangalore,Economy,8.5,11,11129
100166,Air_India,Bangalore,Night,one,Morning,Mumbai,Economy,12.08,35,6578
130353,GO_FIRST,Kolkata,Morning,one,Night,Mumbai,Economy,12.67,20,5507
235667,Air_India,Mumbai,Early_Morning,one,Morning,Kolkata,Business,26.33,21,36980
40376,AirAsia,Delhi,Night,two_or_more,Morning,Chennai,Economy,12.92,34,1998
129867,Indigo,Kolkata,Evening,zero,Night,Mumbai,Economy,3.0,17,6804
16994,Air_India,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.0,35,4230
284560,Air_India,Hyderabad,Night,one,Afternoon,Kolkata,Business,13.92,34,48795
127799,Indigo,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.33,4,8605
115552,Air_India,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,26.83,49,6200
71425,Vistara,Mumbai,Evening,one,Afternoon,Hyderabad,Economy,19.0,10,9879
180724,Vistara,Chennai,Morning,one,Evening,Delhi,Economy,30.75,4,15752
94987,Indigo,Bangalore,Morning,one,Evening,Mumbai,Economy,8.83,7,14418
169361,Indigo,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5.0,38,4338
16307,Vistara,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,32,4501
205775,Vistara,Chennai,Night,one,Evening,Hyderabad,Economy,22.83,39,4086
283323,Vistara,Hyderabad,Afternoon,one,Night,Kolkata,Business,9.33,9,58394
95989,Vistara,Bangalore,Morning,one,Night,Mumbai,Economy,10.5,13,11205
141332,Indigo,Kolkata,Afternoon,one,Evening,Bangalore,Economy,5.67,42,3860
145700,Vistara,Kolkata,Morning,one,Night,Hyderabad,Economy,10.67,29,9371
246986,Vistara,Bangalore,Evening,one,Morning,Delhi,Business,12.17,29,42521
34194,AirAsia,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,42,2050
45178,Vistara,Mumbai,Night,one,Morning,Delhi,Economy,12.75,13,13398
143145,Indigo,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,7.75,8,10217
223670,Air_India,Delhi,Evening,one,Early_Morning,Chennai,Business,12.33,30,45257
109478,Air_India,Bangalore,Evening,one,Morning,Kolkata,Economy,15.17,48,7004
154672,AirAsia,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.0,21,2228
117910,GO_FIRST,Bangalore,Evening,one,Late_Night,Chennai,Economy,7.42,30,3336
115213,Indigo,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,7.17,47,1694
141762,AirAsia,Kolkata,Morning,zero,Afternoon,Bangalore,Economy,2.67,45,3862
273688,Vistara,Kolkata,Night,one,Night,Chennai,Business,26.5,26,55502
148751,Vistara,Kolkata,Early_Morning,one,Evening,Chennai,Economy,9.17,10,14620
257520,Vistara,Bangalore,Night,one,Morning,Hyderabad,Business,12.5,26,64025
106935,Indigo,Bangalore,Morning,one,Afternoon,Kolkata,Economy,4.25,31,5808
156409,GO_FIRST,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,33,5720
115287,Air_India,Bangalore,Early_Morning,one,Morning,Hyderabad,Economy,6.17,47,6200
115286,GO_FIRST,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.42,47,6075
2220,GO_FIRST,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,13,11295
178628,Vistara,Hyderabad,Morning,one,Evening,Chennai,Economy,6.0,29,4674
128670,GO_FIRST,Kolkata,Evening,one,Morning,Mumbai,Economy,16.25,10,12396
30489,Air_India,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,16,2518
107676,Indigo,Bangalore,Morning,one,Afternoon,Kolkata,Economy,5.83,36,4981
28965,Air_India,Delhi,Night,one,Morning,Hyderabad,Economy,11.58,3,11310
206409,Air_India,Chennai,Early_Morning,one,Night,Hyderabad,Economy,17.42,46,4399
171625,Indigo,Hyderabad,Evening,one,Night,Kolkata,Economy,5.83,11,5293
281282,Vistara,Hyderabad,Night,one,Night,Bangalore,Business,25.25,20,38099
41097,AirAsia,Delhi,Night,one,Morning,Chennai,Economy,11.75,38,3918
121559,AirAsia,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,9.08,15,5953
151440,Vistara,Kolkata,Night,one,Night,Chennai,Economy,23.83,37,6009
272291,Vistara,Kolkata,Night,one,Evening,Hyderabad,Business,23.5,43,62255
254520,Vistara,Bangalore,Evening,one,Evening,Kolkata,Business,23.92,27,72268
270200,Vistara,Kolkata,Morning,one,Evening,Bangalore,Business,32.0,48,67710
158031,Air_India,Hyderabad,Morning,one,Night,Delhi,Economy,9.67,45,6167
197486,GO_FIRST,Chennai,Afternoon,one,Night,Bangalore,Economy,6.42,46,4445
276339,Vistara,Hyderabad,Morning,one,Night,Delhi,Business,14.5,32,51875
35201,Air_India,Delhi,Afternoon,one,Morning,Hyderabad,Economy,19.33,48,5939
106495,GO_FIRST,Bangalore,Early_Morning,one,Night,Kolkata,Economy,14.42,28,5177
161,SpiceJet,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,2,9183
245565,Vistara,Bangalore,Early_Morning,one,Evening,Delhi,Business,10.25,11,54841
217053,Vistara,Delhi,Morning,one,Evening,Kolkata,Business,11.08,19,67769
195734,GO_FIRST,Chennai,Afternoon,one,Evening,Bangalore,Economy,5.92,26,4612
145409,Vistara,Kolkata,Night,one,Afternoon,Hyderabad,Economy,16.17,27,6075
118004,Air_India,Bangalore,Evening,one,Early_Morning,Chennai,Economy,13.17,31,3184
249155,Air_India,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,25.25,8,44647
134305,GO_FIRST,Kolkata,Evening,one,Night,Mumbai,Economy,5.0,42,5675
5207,Indigo,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,27,4055
285593,Vistara,Hyderabad,Evening,one,Evening,Chennai,Business,22.67,7,51707
275524,Air_India,Hyderabad,Morning,one,Evening,Delhi,Business,7.58,17,37846
227986,Vistara,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.08,31,29980
2743,GO_FIRST,Delhi,Night,zero,Night,Mumbai,Economy,2.25,16,2410
190381,SpiceJet,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,1.92,24,3150
131876,Indigo,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,9.5,28,7959
246052,Vistara,Bangalore,Night,one,Morning,Delhi,Business,12.0,17,57081
193849,Air_India,Chennai,Evening,one,Afternoon,Bangalore,Economy,19.5,1,36333
174779,Air_India,Hyderabad,Morning,one,Night,Kolkata,Economy,11.0,37,4788
148886,Vistara,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,22.58,11,21870
130228,Vistara,Kolkata,Morning,one,Evening,Mumbai,Economy,7.42,19,6277
128376,Vistara,Kolkata,Early_Morning,one,Night,Mumbai,Economy,14.08,8,11139
220032,Air_India,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.5,18,44405
202028,Vistara,Chennai,Afternoon,one,Evening,Kolkata,Economy,28.33,43,7081
29728,Vistara,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,4.75,10,9840
76566,Air_India,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.58,44,4173
76255,GO_FIRST,Mumbai,Night,one,Morning,Hyderabad,Economy,12.25,42,3916
257324,Air_India,Bangalore,Evening,one,Morning,Hyderabad,Business,16.67,23,56476
263146,Vistara,Kolkata,Morning,one,Night,Delhi,Business,10.25,34,76255
197824,Vistara,Chennai,Night,two_or_more,Night,Kolkata,Economy,23.67,2,14840
129240,Vistara,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,13,14804
40549,Vistara,Delhi,Evening,zero,Night,Chennai,Economy,2.83,35,2399
103609,Vistara,Bangalore,Evening,one,Evening,Kolkata,Economy,25.5,8,14839
7829,Air_India,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.58,39,5026
